Property_ID,Habitability_score
0x6e93,49.96193660732875
0x8787,74.38939202197952
0x6c17,65.5805733693753
0x9dbd,67.48248925232753
0xbfde,69.89885646082377
0x6a39,66.84915969057224
0x47a6,83.4135309326185
0x7687,70.89620511124477
0x963a,77.97161261872576
0xbcbb,81.02148386615536
0x4950,65.4618448304912
0x316a,83.82148731922295
0x6b21,61.354387624219825
0x6252,79.1976302697096
0xa67f,68.78903275987801
0x2cd8,74.41421836233567
0x5926,45.06495635966746
0x9a42,76.26580321912462
0x4b5e,75.67062274622316
0x76af,68.38669351466035
0xb44b,68.95803559591926
0x2e49,73.35737517099665
0x83fc,59.26089603867721
0x26b1,57.22127278675133
0x210b,76.90788691949433
0xb384,92.44787650313162
0x455e,78.89355196867362
0x6ae6,83.36862549986608
0x9aff,65.56831443391195
0x6916,78.654843971226
0x145a,66.9575105400427
0xbfd0,69.47406025584735
0x1ffa,84.77841073113214
0x9412,77.34912117073725
0x9860,77.55976164544379
0x690f,91.74640492895534
0x80ec,72.1784987282461
0x7223,76.36672905747247
0xf99,60.74673275730325
0x953d,69.56162712577705
0x4305,91.02170730480253
0x639e,88.02845771906578
0x2ba8,69.73997963423537
0x8c0c,72.47645199136153
0x284b,85.13640938334754
0xa832,85.71495928122184
0xbeea,64.6276893400957
0xaaa7,56.874335689711195
0xc702,67.34407994454688
0x7817,89.76919620049458
0x56d5,64.55569423198617
0x3d65,71.87069899471963
0x5ed6,77.56894925787762
0xc0d4,93.20023943604298
0x4abb,45.440089264263946
0x4f8e,68.6817956635224
0xa4c8,66.41337126421115
0x9085,80.66846798886709
0xb1aa,65.48185444399469
0x3a63,88.43196486251487
0x15ac,61.489924720368606
0x1066,83.71841449825429
0x5ff1,72.75118735704437
0x35f3,68.75189977880265
0x9dba,80.832429801882
0x78df,76.92829930342319
0x3261,98.42651775292221
0x5fbc,79.59809680905785
0xf3a,71.33539295764712
0x5578,74.44666840585614
0x8867,92.0419036704558
0xfad,81.2251464209521
0x8f94,74.59350119745804
0x55b9,66.99601970780637
0xc320,73.9916294317713
0x6cbc,76.02062788872158
0x8226,72.1702067054774
0xc937,92.35932851699908
0x67cb,83.15617221207499
0xbbb4,63.95281347605222
0xa086,81.37501892316087
0x6e13,83.87076126633261
0xc633,72.08318115097757
0x7d66,63.86914721818116
0x62d9,82.21781882922292
0x6c54,78.34713632190883
0x2194,85.18146605525119
0x5af6,82.17080962319721
0x1278,79.4660880490234
0xeaf,68.20919420601267
0xaf6b,55.974016277218354
0x6f27,68.02626075994247
0x8d0d,69.4814881695672
0x6c70,81.70740996593486
0x7213,81.2231417670562
0x89a6,65.75871941694226
0x6543,94.31740040064318
0x5d77,69.89021558911028
0x2ffd,84.10272177555848
0x402c,87.7968839250455
0x93df,67.25807028767805
0x5162,72.83277891727113
0x26e2,73.17137435221855
0x6c33,62.98324682450367
0x21b6,84.39924414320566
0xc799,79.66361960479989
0x7011,69.06743239431663
0x8018,74.77829216895572
0xc73f,80.4435066253327
0x7af1,89.29712724224638
0x69b8,78.24615250795918
0x8a31,77.16076079652842
0x9497,89.31728620871304
0x9495,80.26794207712277
0x488c,63.822669848316266
0xbab1,60.47527543666402
0x875c,64.3443553343194
0x1cdd,67.84057941754672
0xc5b0,50.17078446980965
0x9eaf,46.648942003977986
0x66df,62.99192371565683
0x107c,72.53615584077735
0x9f1d,81.8810229690917
0x9d34,73.30540782324049
0x66a9,89.74277857839425
0x722a,83.76016970152341
0x5e91,89.18114799347816
0xd7a,81.22096465305222
0xc7be,63.95346901330974
0x47f3,57.63350337548261
0x1168,72.7482300181934
0x8fdc,73.62437341072064
0x6aa2,48.5344604179662
0x63d3,65.8990224266913
0xac28,69.85619294190482
0x6d74,59.39566412331107
0x411d,64.95445233180293
0xbc3a,85.33900776978314
0x30b5,68.77194866574574
0xab36,78.19507419711246
0x1653,62.28545439681012
0x2294,45.1829437948667
0x90b7,63.787824451817855
0x83e0,84.05916720821395
0x8d63,74.98132312179408
0x3038,73.68420662846196
0x7293,73.409222291634
0x7c1a,71.37095489572451
0xa43e,85.37255350730224
0x4c03,77.57567030499236
0xc7fe,65.97940572009608
0x7cfd,71.53383633238285
0xa4f8,58.33385593752702
0x3ff1,81.02607493217161
0xa2a8,78.46878951719512
0x7656,76.68185244724089
0xb226,67.62791051122382
0xc443,73.07128930581393
0x7d7a,73.15181478823939
0x6075,79.41610822233456
0x45f2,67.32594114773659
0x86f7,75.99263590084098
0x121a,74.75974921669476
0x5d53,67.80325465985227
0xb292,84.5389306656058
0x155a,77.38636824180051
0xc6bd,76.92719537632655
0x9716,81.19202628011368
0x1e7e,73.57474974167866
0x1b9a,66.84681273887892
0x584c,85.94886907718745
0x5b83,75.26962367284057
0x24db,74.16324815739002
0x2a4e,84.80209644503842
0x9455,71.80893062150449
0x589c,78.6511455378197
0x8e04,77.65558325262614
0x4420,87.32956979064879
0xbb11,72.77085610607135
0x7c73,40.980844660487215
0x58be,81.65540259372116
0xb0dd,81.89623941276292
0x254c,80.74911993620984
0x532c,77.82632864585088
0x79ad,81.8219618250692
0x6702,87.46304465573463
0x229c,81.60612475315094
0x77c7,92.23535973046602
0xa3a,81.45320296285641
0xa415,85.80907271132024
0xa2b1,66.4169561574009
0xbe0c,65.18002183516299
0x4160,98.37680475782705
0xaaf0,58.386104048531074
0x95fd,60.25224314836968
