Property_ID,Habitability_score
0x6e93,22.42568817908927
0x8787,79.69420669337367
0x6c17,67.31897166142349
0x9dbd,74.2982374040455
0xbfde,71.21565613436186
0x6a39,70.78172757300112
0x47a6,75.10149110154559
0x7687,72.41680454536261
0x963a,77.9609483891093
0xbcbb,76.08792151030917
0x4950,66.77214311978173
0x316a,74.99743489349527
0x6b21,58.80584768202768
0x6252,78.25899183991861
0xa67f,78.75364586990803
0x2cd8,80.01379037718759
0x5926,21.511961146549368
0x9a42,77.64307092510784
0x4b5e,75.54111144657627
0x76af,72.87731380331988
0xb44b,70.76175382656089
0x2e49,74.36117650865859
0x83fc,58.37527638182044
0x26b1,42.91583272372396
0x210b,80.3237888587515
0xb384,89.0237164494056
0x455e,71.6233200795803
0x6ae6,79.39027091878837
0x9aff,76.27493578409738
0x6916,81.54170401639398
0x145a,80.60563091366747
0xbfd0,73.87423294172912
0x1ffa,76.62307398576466
0x9412,79.2219549637486
0x9860,79.9744713979824
0x690f,90.830611861175
0x80ec,78.29609466424792
0x7223,80.57633451085519
0xf99,52.12273989843803
0x953d,74.37250865278095
0x4305,87.0974150724778
0x639e,85.71580830520779
0x2ba8,73.43497596781468
0x8c0c,79.22776319323727
0x284b,77.13509350259139
0xa832,84.79352765064586
0xbeea,74.52286850533322
0xaaa7,40.55434149392491
0xc702,80.97945731155777
0x7817,83.11395861708766
0x56d5,64.49842139676096
0x3d65,77.013731163528
0x5ed6,81.44471662696319
0xc0d4,87.29589705858471
0x4abb,16.449532356349017
0x4f8e,78.25615144155843
0xa4c8,68.16721622102544
0x9085,75.42551532880425
0xb1aa,70.92643777038003
0x3a63,86.47013919860227
0x15ac,68.3372080203808
0x1066,74.29285259505512
0x5ff1,75.93127039298611
0x35f3,75.36469788677393
0x9dba,78.97345527697495
0x78df,75.84978802584212
0x3261,91.94304870926759
0x5fbc,81.25178641706265
0xf3a,75.17766858512928
0x5578,81.4836353080661
0x8867,89.02997483038217
0xfad,75.00463570960191
0x8f94,79.37116334170666
0x55b9,73.72223463567639
0xc320,79.44660167797242
0x6cbc,78.62077189655324
0x8226,75.10708809620486
0xc937,86.82498950649686
0x67cb,76.0312050175929
0xbbb4,64.1944007822177
0xa086,74.35347247575916
0x6e13,77.83855151739579
0xc633,74.58143564502844
0x7d66,63.19930216404258
0x62d9,74.36826489018688
0x6c54,81.67996662731721
0x2194,78.6027704653235
0x5af6,83.27620617475779
0x1278,73.8094881262418
0xeaf,78.46269256633447
0xaf6b,35.67156127337305
0x6f27,73.62510103416913
0x8d0d,70.42999073380798
0x6c70,72.86964747695231
0x7213,75.49948934987417
0x89a6,72.93691738947666
0x6543,90.38522728558766
0x5d77,72.64154294180261
0x2ffd,83.25223429447108
0x402c,82.37632837311202
0x93df,78.32294851295453
0x5162,73.11304677955229
0x26e2,79.41156768274428
0x6c33,63.69850547110717
0x21b6,79.65485959196008
0xc799,75.2490717263476
0x7011,73.60913641376837
0x8018,81.69764029495896
0xc73f,77.60425106930484
0x7af1,80.52319376723855
0x69b8,81.5107271147209
0x8a31,81.21301017718555
0x9497,84.92987479281327
0x9495,77.56782995479632
0x488c,72.32202109447914
0xbab1,54.41908041955527
0x875c,62.579283390172364
0x1cdd,74.84670710316394
0xc5b0,34.773067020522895
0x9eaf,24.212606902945964
0x66df,64.81128892784812
0x107c,78.3661468493255
0x9f1d,75.91513728918173
0x9d34,79.56347625544947
0x66a9,87.02926262317627
0x722a,77.54230023491641
0x5e91,82.30941464714742
0xd7a,77.44818688744498
0xc7be,67.60940963768424
0x47f3,48.42283818188012
0x1168,78.85248752511012
0x8fdc,81.05897294501175
0x6aa2,23.015238276441668
0x63d3,75.7496074570352
0xac28,73.37398691793362
0x6d74,63.733304053732255
0x411d,66.67600167588985
0xbc3a,84.96240565298724
0x30b5,73.64251781992775
0xab36,73.74353961316783
0x1653,56.26258432484876
0x2294,26.39010255379227
0x90b7,68.58871665410008
0x83e0,75.4388379659406
0x8d63,78.0260589444223
0x3038,80.10463652201824
0x7293,74.47989800737078
0x7c1a,81.92646800963696
0xa43e,78.80924693437409
0x4c03,78.05840988844444
0xc7fe,69.35252048870987
0x7cfd,78.57777870506024
0xa4f8,51.613464629812405
0x3ff1,75.94822922526461
0xa2a8,80.95995387693951
0x7656,81.95698780144359
0xb226,73.42206933517255
0xc443,78.40238310503698
0x7d7a,78.57974488466422
0x6075,77.02698751492893
0x45f2,69.10731622710993
0x86f7,76.11243281654511
0x121a,82.06899582397043
0x5d53,66.86988560200923
0xb292,76.9702200816599
0x155a,80.34853309076951
0xc6bd,75.4473154181059
0x9716,76.490292897391
0x1e7e,76.78377920719306
0x1b9a,76.4619479133741
0x584c,76.15170655079395
0x5b83,81.30707422483773
0x24db,79.45788631480039
0x2a4e,79.40817687911459
0x9455,80.03897882062526
0x589c,79.5501478304101
0x8e04,81.45628655836867
0x4420,87.23766463670586
0xbb11,79.45065936567738
0x7c73,16.465644995281096
0x58be,75.39791069696004
0xb0dd,76.85457963913133
0x254c,74.64889637943779
0x532c,76.40127912701183
0x79ad,74.44037908049852
0x6702,82.70524795150072
0x229c,74.37606085860153
0x77c7,87.56972466112374
0xa3a,75.24922526231443
0xa415,80.41550514671917
0xa2b1,65.66523467611233
0xbe0c,81.80703559925072
0x4160,89.51802292199483
0xaaf0,57.0362264855074
0x95fd,65.70432385631554
0x3521,82.67156296131539
0x9752,77.15892297245966
0x820c,75.64020472008667
0xf84,77.4991703682306
0x4c8e,67.09577115761671
0x132a,76.3308205094222
0x668,79.6891475622981
0x3d7e,62.550465429287804
0xa6f2,78.50627051498863
0xb2cf,79.36515481921946
0x7408,89.87213435050622
0x3105,55.45553307287095
0x1e67,93.66538125648668
0xb018,67.8245487364089
0x37b2,81.05672130842653
0x63d9,68.12921357066894
0xad38,72.46690207861091
0x2625,74.17155785397019
0x7686,79.7934504440025
0x2cf7,66.45592719727732
0xc27a,68.43530515923676
0xbeaa,78.75314711032766
0x5096,76.24640992595832
0x252c,58.84279466543747
0x702b,77.91151545898641
0x65a0,69.77718729894423
0xc5f6,87.5343440413711
0x3779,31.12567335501132
0xa657,76.70015676805318
0x90c8,78.27829747962492
0x7a93,75.51192427345715
0x6b22,70.71036778277194
0x6348,73.85333581375761
0x7667,89.25989666166551
0x3d11,49.123205771052476
0x39a6,82.55179160520919
0x21eb,76.19638889403373
0xad62,69.43091423970262
0x128e,76.49016265548995
0x3722,49.75794332706218
0x2a7a,77.7286919045498
0x7d0d,70.85920248925947
0xb6f6,77.28293186421986
0x9eb0,75.64589692979938
0x8651,72.6300123538046
0xad8c,74.22411656900589
0x51e6,80.10547815460761
0x10da,38.82779001909404
0xb3c8,80.0275866117586
0x35c7,77.29804011294513
0x393a,32.2578959357762
0x83ac,84.72919183326538
0x25e1,28.05631935374935
0x61c8,72.64370029848631
0xa7d5,18.158324658298536
0x4c30,71.79196603069134
0xa86,73.61009886668401
0x8015,77.58703696668347
0x1a65,76.59870763884335
0xc12,24.751998582696267
0x32b3,79.32076863100649
0x2e41,80.86346694371512
0x7838,47.271256625277374
0xf8e,78.59033871798427
0x1bbf,70.42104622457605
0x956d,81.58637842551164
0x1b82,79.59070059311264
0x9f35,74.78910270118314
0x8b49,78.39373885708461
0x2c13,77.31429737439309
0x84e8,91.7931135602545
0x4ea8,80.10159626422724
0x5e1e,84.97013893568358
0xb583,78.62666284680867
0x2bbe,80.9321024189998
0x9dd5,80.05046479105256
0x9823,75.7248915133924
0x9fc3,82.36194851202507
0x5887,76.17283463301416
0x2eee,74.15745783780058
0x46e3,75.56671141782043
0xc69f,83.58610473154758
0x754f,67.02941457651185
0x653c,69.07621413582109
0x35cd,65.13796348315275
0x45e9,80.20216228723037
0x3b44,78.3356469061716
0x10dc,80.39625040645913
0x7e3d,81.29499253340506
0x30d0,80.68372089525832
0xa455,53.493384455602246
0xb01e,78.43487465475673
0x86da,78.29779637786078
0xb9f1,79.87046294552609
0x8e6e,79.26960049046322
0x4318,70.39560797797095
0x3e5d,83.5970905974701
0x310a,77.10175651757909
0x4b37,81.50373080546751
0x54ca,80.91627165980282
0x91fa,79.54741442806548
0x295a,84.0031277684493
0x10ed,81.75420705712533
0x4946,82.53802759032284
0x2ac8,31.497535380116304
0x7792,46.85301894349945
0x7e81,71.91043520491982
0xc392,79.80566414734609
0x8afc,75.79394416669024
0x5c30,77.80389648379541
0x3060,78.48547240832367
0xbe63,81.02301529249495
0xbc5f,78.87140893214357
0x5a68,81.54684948969114
0xadc6,66.3803552473535
0x72fe,75.63566692892316
0x35af,77.44198584493861
0x3fb6,78.05643481910724
0xbb62,80.85043234967223
0x846b,75.15153467146844
0x1065,81.38231895224612
0x1549,80.3068306395663
0x6431,80.15497582167524
0x8c5b,76.83378965789679
0x8769,75.83670165698389
0x1c88,76.49836903199746
0x3459,75.8092692232661
0xc3a9,81.51453815429862
0xb497,74.54863193849128
0x81d9,49.461438753283055
0x6f14,83.62079066534639
0x3b3b,86.86209942561995
0xbd55,75.29061003209439
0x2ad5,83.53292190849115
0x369c,77.81130798975511
0x7f08,77.08664565754877
0x32bb,70.61696632016339
0x6b36,79.68856130726171
0x50cf,79.96028919574586
0xaaa5,76.12551380316762
0x6634,80.23039658784367
0x9210,71.30602699402858
0x650e,81.49030549599763
0x43c4,81.3252094812081
0x4e5d,73.19699863855406
0x7dae,66.0707989485653
0x3ec4,74.91769631925945
0x9e8f,86.51418413653477
0x8132,75.17132806179526
0x5ef1,75.26265679375169
0x7158,78.92763330139177
0x725d,71.7886269056229
0x5f44,75.73225961354316
0x58ce,81.68646398618179
0x1beb,81.30258615952808
0x7650,63.63817322118054
0x96de,75.47259383577949
0x2054,72.49180635141506
0x3a5b,85.08956911348038
0xc5ef,77.48912166135806
0x4c38,76.26898861375952
0x9f64,81.02039888034558
0x2f59,75.78672914195029
0x3010,75.82187155459438
0xc02d,82.2487960606257
0x8873,72.72459739891839
0x2919,76.86651492662331
0x658c,66.93741588520284
0x5311,74.67315570785853
0x4316,90.44757594888789
0x34cf,88.83997636023717
0x2923,77.13489738339347
0xa15d,64.28049594656476
0x16a7,77.28899415783691
0x2e2f,75.06803727412641
0x2bfa,76.19278396987437
0x5546,81.05719283212724
0x4ef0,29.657738623437982
0x90b9,36.07983777538413
0xc24a,76.56640702002599
0x3987,77.52137936137694
0x9d91,88.11973829056801
0x1fc2,84.78087765504482
0x938c,78.63489037007703
0x5783,81.36770755378767
0x1f23,81.39996199727149
0x2421,77.505776461903
0x9519,86.87708926914452
0x5ff6,83.49644218058258
0x5138,57.16190870693805
0xdc6,76.97646803910837
0x1570,80.79547007168229
0x3e39,80.27572749172002
0xb84,78.88849109305454
0x7348,80.45538277144165
0x8a7f,85.33985827222239
0x64ac,77.08807727520644
0x7a79,74.93662479325114
0x1eb6,50.3023221630473
0xaf32,80.61893479914654
0x3d7f,87.06162382584506
0x805c,81.07567762804335
0x1d6c,66.95586755608906
0x4962,75.96932627161809
0x4552,77.58173128265722
0xbdfb,75.86321232804558
0x73df,57.31007159680855
0x96b4,77.51816120214077
0x77c8,75.91060165798942
0x5d75,53.68565497467175
0x46f5,68.83798715252512
0x828c,75.74488658461317
0x17b4,79.99345322567736
0xbd5e,64.26513456797338
0x5f55,74.04637570027707
0x2a53,85.81034328241647
0x413d,31.790084991060475
0x5262,75.94739303855815
0x4620,64.19000730468234
0x9f3e,73.98657987105608
0x4f9c,32.997095136527996
0xa8d7,90.36529884568341
0x3d93,91.8131540320024
0x1e05,71.63670263662569
0x7c5d,78.7925237841173
0x2002,79.81256480387478
0xa5c7,77.28000355542659
0x5325,85.27162530985875
0x6338,89.15059594872814
0x23f4,71.8377502481384
0x834e,86.35239036459765
0x7134,80.98800132353715
0x17e2,81.98979368160727
0x6064,76.71704645207879
0x93a0,33.300323188531046
0x52c7,72.53596290595648
0x8b32,83.09490004902977
0xa57e,78.5207639813931
0x9fd1,32.166963477748
0x5afd,83.31528679338372
0x22ea,66.1588148884861
0x8088,81.65034813559582
0xbcc4,81.66218838154207
0x1770,88.5162112896156
0xc8bf,83.56669418090532
0x42b8,55.945452736647084
0x86d0,79.31976559093142
0x9284,75.28738227620815
0xa1ab,73.15542841834394
0xc30,72.03408824459069
0xab9a,74.8961804509839
0x8760,82.51190183931698
0x9e1d,64.19586948412609
0xc7ac,76.22425688659342
0x868d,79.84852495918348
0x238e,79.20357532135418
0x8db3,30.20605465443794
0x8087,80.06413154731375
0x1a51,80.30221477982836
0x62c4,78.41397700104926
0x69be,78.83066911320566
0xa097,53.16633234844652
0x8872,80.48948479547768
0xa87c,78.80554796300812
0xb388,93.40884059171093
0xb5dc,79.80026049896355
0x27da,56.00202269006193
0x7a05,60.9306470852953
0x4806,80.87405065870887
0x6d9f,76.99003684181847
0xaf99,72.81739986816744
0xe13,81.27655764355879
0x4452,68.31453507458001
0x2fa1,88.90879354466762
0xa534,79.74198931846983
0xc34d,58.97854624100266
0x4b64,90.82389001376829
0x5e98,69.22489628041329
0x2e81,78.80570288436577
0x17af,70.30045765664264
0x124e,90.5996608121143
0x466c,80.78116778422749
0x1689,46.948682828267714
0xbf02,80.73607622161042
